M_s,A_ex,K_u,alpha,angle_theta,angle_phi,Transmission,Phase Shift (deg)
104794.63892451071,4e-12,0,0.011412357867867403,6.439902650557332,6.476044471699781,0.017567027850117763,-101.6156009804669
60400.345027333955,4e-12,0,0.016987570042410628,30.7826809169098,9.308108052407343,0.027628844495887938,-129.7939313068613
85366.51222266175,4e-12,0,0.01577676685299599,42.41647075620161,82.94045871826908,0.08069861948080746,-130.12354722840357
50114.19299048027,4e-12,0,0.013760428177288148,79.12694348876384,60.5320119012362,0.1348139320293727,-155.53391800016084
91906.5227936262,4e-12,0,0.01142270301612581,26.63777061976419,63.846748028877464,0.044378336958606615,-119.43156242975479
55847.260041913556,4e-12,0,0.011797333929455095,24.236935048359534,24.264798896847086,0.028607646825966414,-120.302487929642
43390.67088854736,4e-12,0,0.010544920744286217,72.16912178897735,38.501277428666114,0.08121311211974265,-147.47327264247022
83094.99614916212,4e-12,0,0.01055379231347193,74.84587866934767,14.15441772104538,0.0403903550039814,159.35782478647226
60767.461407618925,4e-12,0,0.014213243458898104,32.491294212783835,57.54130967357362,0.043284940441528225,-121.900111440399
36265.00242045055,4e-12,0,0.010444880621515924,32.39607219078419,61.00467262731588,0.04021100097553373,-116.5301104538867
101591.5310663265,4e-12,0,0.01746668989884559,66.15482588776547,0.1478120360358142,0.002160484370513934,-117.4991752519017
109984.89257268062,4e-12,0,0.012925662704843558,16.689823514114657,5.131797864869122,0.018243973539590536,-114.98252640674059
94483.57267162713,4e-12,0,0.01942710258022013,23.867079090099878,64.43258442047483,0.04225713342457388,-116.75822565558803
24870.175470602768,4e-12,0,0.012071113232258674,33.761715095168874,82.0148516436286,0.04052008037765006,-112.66780987877092
86478.86556001657,4e-12,0,0.016981084675974503,83.47382758288401,45.02674844985964,0.32086126219956407,138.48968449437285
79022.30405072481,4e-12,0,0.01855144403178686,13.097800030557698,67.07529852721662,0.03452827154191896,-106.61121764921863
47859.81347732166,4e-12,0,0.010656686344773127,89.65229985329759,40.25048603944536,0.17147472550132406,-156.88566879591949
40852.12795199764,4e-12,0,0.018055369720429933,36.8644159389292,76.27945706360292,0.046973930003456114,-117.45197115232618
106334.00881049507,4e-12,0,0.016022740797830826,5.592005154404092,46.51347561477016,0.02561272537898569,-102.0475363078467
105219.9551990496,4e-12,0,0.011197418234543276,28.731877972978122,29.870838028915358,0.027763837098139895,-131.88815687338507
37567.905806098424,4e-12,0,0.015761496298787838,59.217016727654524,86.3381300696881,0.06741402565384665,-126.82636496371349
103207.21058889062,4e-12,0,0.017052598367607148,55.64284819076042,87.50538232518363,0.18372894102085313,-157.9804849126628
87666.96736051393,4e-12,0,0.018274401536117795,41.546027785336015,84.82029115307388,0.08154050794330087,-129.09760075174134
61677.1822995766,4e-12,0,0.012394909922887885,69.19264212122617,50.399984409282176,0.10339300774291334,-160.10169103662946
89234.41040619224,4e-12,0,0.018885388997802663,75.00210772409112,72.6789758792124,0.33235302093400015,156.92056619729777
118182.79912101931,4e-12,0,0.015285723401348403,68.98139351293541,16.91855286053511,0.09019936385174085,-159.69791975273884
67696.60289124923,4e-12,0,0.012656670122356627,36.641231375723706,73.66954335990293,0.055530720710859675,-122.97501502093054
61776.23302246024,4e-12,0,0.012588536940945607,43.28323933934615,52.97752019606612,0.05046759499780279,-132.1834946109171
102297.86694613608,4e-12,0,0.01984483417081405,25.23820282670682,48.10628640534995,0.03591731633935309,-122.92802910199286
72771.25873050056,4e-12,0,0.01558748103291687,47.13428113551434,42.973269109559595,0.04901843306487321,-142.98160890320156
60900.80625141438,4e-12,0,0.012989926618641503,46.31626792995524,15.39406952298768,0.03535499278747127,-145.97184648914106
105119.64534748989,4e-12,0,0.011049118650677994,3.8203460908939353,88.82429247455909,0.03093229800246682,-93.350395165153
75341.4937890162,4e-12,0,0.02077157726077676,48.80495709213336,80.09023891479514,0.0872449024055739,-135.63773915966013
64322.87552752954,4e-12,0,0.011484882503517993,7.025195718248214,69.05766404279719,0.03177075034685835,-103.00990677155085
41937.16735579937,4e-12,0,0.016817970796905835,66.8009099883039,82.84052084076194,0.08527112120039382,-134.75790414468767
100765.27821771205,4e-12,0,0.017012151012850384,28.092350703248407,89.60039183713849,0.059245755354325906,-113.89794619896195
115374.20885868785,4e-12,0,0.012053275121440764,23.64803814508074,40.92522677054954,0.03131159716169707,-123.73976969232596
45814.51271148365,4e-12,0,0.013798256252096857,19.481949990591705,2.8178021182862323,0.026711260197525007,-117.27368820567834
35737.98617171351,4e-12,0,0.019642426747266756,72.08982962591804,17.240618832269092,0.06817321460213101,-142.8414739424115
37386.41957032819,4e-12,0,0.015332745831826151,82.31570177395957,19.819654692353257,0.09640982964256976,-145.1124276092347
40676.457906614276,4e-12,0,0.02014200677678056,83.15433991617918,12.314061691211768,0.10763614233660398,-149.95133480338345
83647.3035996078,4e-12,0,0.010625540490991833,44.84940551791289,36.36302068564793,0.04081762924494096,-146.54572841747117
64144.71897627464,4e-12,0,0.013248938263811077,22.723313703615986,36.99405250101332,0.03097626808172528,-118.28013257778738
59489.515677253046,4e-12,0,0.012550332542430435,78.10565920528548,78.32120137521166,0.19372819198701452,-163.82172677912087
89538.90153028388,4e-12,0,0.018324704202590657,76.65160136009956,10.512053022447306,0.05144941603959407,-174.1851254180287
46928.949025019756,4e-12,0,0.011114753992399548,81.00026748608634,87.06702100999567,0.14542701573275102,-149.7120851345379
76898.06065090859,4e-12,0,0.018482742689553085,35.075569038732084,5.418939909449696,0.026208711699130423,-141.1856817127994
87192.45159343927,4e-12,0,0.01069088897226673,39.79424737718041,9.717650928808755,0.02514502021661997,-151.379295045217
105750.82517078963,4e-12,0,0.013421596048299109,76.71305625759786,65.65422886923604,0.3805806474804506,119.32962828205672
65081.59758193012,4e-12,0,0.010206466414964208,22.855921632195074,46.985384890498935,0.03461681320322642,-117.0318871582396
82647.00907564507,4e-12,0,0.018078096778428587,10.784639655028691,76.59129423942287,0.03482010266208025,-102.96739531524034
102039.6050241319,4e-12,0,0.016736794967469805,52.20897826669395,58.82692302669066,0.08632317004602374,-156.1151975949528
47070.32835722911,4e-12,0,0.019270587856258858,78.9408978792151,66.43241059666886,0.12556945616435505,-151.12968988947478
114235.45578193526,4e-12,0,0.010794785591238133,37.33053789579588,29.251363000717454,0.02704121418063031,-147.46035369317136
49672.821548830136,4e-12,0,0.012575122700365104,34.548471457904775,44.22954633510603,0.038687266498751295,-123.50728568099136
74504.12473565538,4e-12,0,0.012600956970537302,61.22473958304174,62.86957113478246,0.10629224852183287,-155.7041990368005
57961.809449348875,4e-12,0,0.019352367822430074,31.161328150951828,11.42472432934389,0.028262944395057648,-129.13467400038778
80204.92070682949,4e-12,0,0.015015876087501281,81.33093560204702,59.98842984046833,0.3143856727685685,152.3798255412822
99116.66481471754,4e-12,0,0.011185843806123454,16.302078723916605,72.47904571703987,0.03851680965073538,-107.68354273027614
111135.62493540144,4e-12,0,0.02069069304053671,87.48165969108446,66.11534493425755,0.8750505762510531,49.011457899219494
71009.73395130667,4e-12,0,0.020376234327696502,25.95549415558049,41.685021963196384,0.0337610932251004,-121.1977763779927
52702.977253162506,4e-12,0,0.015681182458347497,58.485539746141725,22.403926795458986,0.050459373919057846,-150.70583057872736
34441.14483255359,4e-12,0,0.014850584525281305,81.25101978724909,27.698876775021827,0.08664350682056454,-141.03486483978702
48791.09985343844,4e-12,0,0.018459334818652265,2.6725909699665995,7.9712193180921425,0.02362610353913544,-105.89767661920311
92854.53550072308,4e-12,0,0.010155557122296325,13.750634412856167,64.06936929238185,0.03435727486287089,-107.41831255818896
74196.30155814247,4e-12,0,0.01916633957344284,34.57686642980143,1.7353649794358164,0.026947491253858157,-140.2073264791963
40597.450361961324,4e-12,0,0.019577464964744953,35.132858199678566,50.756239424104244,0.03995979609069567,-120.43004754685695
59051.479020909086,4e-12,0,0.01465090085023462,23.568540110941605,82.57552214428188,0.043195560552419174,-110.66029039277552
114628.36317368892,4e-12,0,0.01928242940436677,76.5863768516109,36.143472234464824,0.22826969150185603,140.1041408106221
114910.4064900371,4e-12,0,0.020443274238211448,47.93744582994283,43.208009668110485,0.046121868824021674,-157.28195441390903
88972.74179686909,4e-12,0,0.01194073226361334,67.05876208272744,56.941686247642984,0.15375120655759386,-179.45427456883291
73379.25797713766,4e-12,0,0.01915368700089371,7.960423342956365,47.14774998466232,0.027901639328992037,-105.78638862531947
112440.48373545303,4e-12,0,0.017615831444147013,68.45186007307717,16.718635954943483,0.047179274206903196,-157.86596060996635
94978.85302154785,4e-12,0,0.010380811333320087,38.07912357360158,64.26034673096154,0.05908765285755779,-132.37547491971532
56148.16600822868,4e-12,0,0.014488034582748773,40.68775473449377,44.976979768928445,0.04337230475681969,-129.97276224100278
52009.74461205297,4e-12,0,0.02043577398149453,54.64273034785109,0.8072642200942706,0.04383780327549355,-152.26365862578442
102214.21282508543,4e-12,0,0.017112441577123248,78.45508320695393,16.924008227791894,0.41719764533854403,162.51554528659548
52845.04482639617,4e-12,0,0.020931434616780778,67.33868859368758,89.65473664574287,0.11726416858944906,-142.3576410845239
46635.662191056654,4e-12,0,0.014361119387489511,4.934449288059162,69.9536270597503,0.031450294379355384,-103.37811653592969
65724.265195977,4e-12,0,0.020641136310594062,31.040889067423425,19.415808738094512,0.028595379100375098,-129.47517715385337
115982.15758704487,4e-12,0,0.013033438335409726,86.10359348820705,70.64649812760088,0.9989617391609656,42.407377941208566
83477.6998294048,4e-12,0,0.01985220692315003,83.90993363914856,82.30708624831239,0.49344440827522473,137.77386773774543
29555.061864217292,4e-12,0,0.010892162753948229,72.94145256599677,20.96822296322148,0.06307032563580585,-135.54683516571927
71201.16101717639,4e-12,0,0.014868656086809597,69.23262660479875,84.95459275705477,0.19255344255483062,-162.15431805403102
95862.18793270385,4e-12,0,0.017128000949403876,29.556989368723766,24.08438497660735,0.026155197425824967,-132.70984231180597
72091.3597141233,4e-12,0,0.01694345913960458,39.250071746021376,77.44989328515781,0.06281115637140453,-125.28813913954687
112360.83493612654,4e-12,0,0.01816157095310158,3.0607807125841915,59.563907486414415,0.026952710147738784,-97.91383764114596
59835.23719469332,4e-12,0,0.01437174558277084,56.12996965224633,79.08673755767742,0.08820447436985943,-137.1898697274337
71317.67587854249,4e-12,0,0.01534339262275779,4.1522196035875565,66.81692135575568,0.030032886747710798,-101.0768116814867
75042.12399382636,4e-12,0,0.019523286420050516,13.840370805593668,67.47194640515775,0.034996480270559904,-107.1628309179825
45526.84987370947,4e-12,0,0.010119214814301019,38.60838684694169,28.59659528128431,0.03591337817590197,-128.10757558657997
111116.1770441074,4e-12,0,0.013543639947656321,67.47319654239608,64.19924601023196,0.25677167965106773,156.67960376527154
105461.87470970624,4e-12,0,0.011665091490422,19.023592528431028,42.101052622104014,0.02995661430284008,-116.9127927960191
41504.199350413386,4e-12,0,0.010455123508793443,48.27995354024476,76.40457726730533,0.05654710043507546,-123.82404569869954
93406.16347069562,4e-12,0,0.017379274389424826,0.3886173195301787,0.6923134608322149,0.01831279948225219,-96.78649952081958
108700.76131857892,4e-12,0,0.010093817828042816,80.52951919185102,22.710285394250953,0.8969877533522561,124.47688819366141
109492.14463170915,4e-12,0,0.011537750634093517,1.167359015414552,45.98756558903303,0.02356966764563252,-97.61964664082156
120308.47703876378,4e-12,0,0.01400909627057496,59.879394047397064,42.30200692354,0.08447399898517721,-179.51848773974035
96733.46962128251,4e-12,0,0.011392406129554215,37.81591735846207,55.32020855421467,0.05095947433993311,-135.19738204843276
61105.317644052106,4e-12,0,0.013407833520495967,34.37611267850226,58.26503351305926,0.04504312114259719,-123.28762663856159
64054.4010318676,4e-12,0,0.013993076126044723,12.341853455402383,7.605045460199023,0.022908967804162003,-112.05306475870682
27416.46429575879,4e-12,0,0.017662213877876795,27.793295604304028,31.387634310951857,0.03272845111144421,-116.11297465976888
87113.9567616836,4e-12,0,0.011325404073802666,35.56806637634163,28.486679131052558,0.030793538560557217,-138.0972586558752
27718.991653839963,4e-12,0,0.020941527090125027,85.966225356408,86.62056592185435,0.07845900657998049,-131.4963394301758
69961.0647178984,4e-12,0,0.01177519251825087,74.7260546128947,69.82510156018175,0.20462470133184413,-173.4108591243685
115056.19402757009,4e-12,0,0.010101886739390883,16.812281762544817,73.03543024417205,0.039654599651021964,-107.85162695573882
72520.49065580434,4e-12,0,0.018179089708638692,55.13344168746453,29.94332281145606,0.046609485090206314,-157.62863004079415
60293.912861262135,4e-12,0,0.013699926529430338,2.3464665709638335,82.24615842916818,0.031125300978731136,-99.13140750314193
98671.75547900789,4e-12,0,0.02080574214841875,15.156665913431981,29.519695959173756,0.02432229277987442,-113.45987111398736
67270.2586262495,4e-12,0,0.01565476231288342,36.43643236858393,49.40769414286257,0.04334603927111025,-128.44947397024723
78067.40201306804,4e-12,0,0.014974040741850965,0.48188534408164585,88.12009755200623,0.029884459136566836,-94.83314310252948
